bookkeeping,child_dialect_count,child_family_count,child_language_count,description,family_pk,father_pk,hid,id,jsondata,latitude,level,longitude,markup_description,name,newick,pk,status
False,0,0,0,,336,7202,NOCODE_Pyu-Burma,burm1262,{},,language,,,Burma Pyu,'Burma Pyu [burm1262]-l-':1,9831,extinct
False,0,0,0,,207,19196,vrt,burm1263,{},-16.41653,language,167.73124,,Burmbar,'Burmbar [burm1263][vrt]-l-':1,20656,definitely endangered
False,0,0,0,,,,bzu,burm1264,{},-2.47582,language,138.203,,Burmeso,'Burmeso [burm1264][bzu]-l-':1,156,definitely endangered
False,3,0,0,,,,bsk,buru1296,{},36.2161,language,74.8236,,Burushaski,"('Hunza [hunz1248]':1,'Nagar [naga1398]':1,'Yasin [yasi1237]':1)'Burushaski [buru1296][bsk]-l-':1",300,definitely endangered
False,0,0,0,,68,5643,bqw,buru1299,{},7.01091,language,10.8617,,Buru (Nigeria),'Buru {Nigeria} [buru1299][bqw]-l-':1,8117,safe
False,5,0,0,,423,3351,bdi,buru1301,{},10.725,language,33.921,,Burun,"('Abuldugu [abul1238]':1,'Maiak [maia1240]':1,'Mufwa [mufw1238]':1,'Mughaja [mugh1243]':1,'Ragreig [ragr1238]':1)'Burun [buru1301][bdi]-l-':1",5191,safe
False,4,0,0,,207,17437,mhs,buru1303,{},-3.43957,language,126.632,,Buru (Indonesia),"('Central Buru [cent2076]':1,'Fogi [fogi1237]':1,'Masarete [masa1305]':1,'Wae Sama [waes1237]':1)'Buru {Indonesia} [buru1303][mhs]-l-':1",19108,safe
False,0,0,0,,207,17176,bqr,buru1304,{},3.36912,language,117.012,,Burusu,'Burusu [buru1304][bqr]-l-':1,18948,safe
False,2,0,0,,144,5887,bmu,buru1306,{},-6.51663,language,147.333,,Burum-Mindik,"('Siawari [siaw1242]':1,'Somba [somb1238]':1)'Burum-Mindik [buru1306][bmu]-l-':1",8433,safe
False,0,0,0,,144,11182,aip,buru1307,{},-5.12217,language,140.03,,Burumakok,'Burumakok [buru1307][aip]-l-':1,13929,severely endangered
False,0,0,0,,144,3928,asi,buru1308,{},-3.54561,language,133.327,,Buruwai,'Buruwai [buru1308][asi]-l-':1,5877,definitely endangered
False,0,0,0,,376,5049,bry,buru1309,{},-4.03527,language,143.015,,Burui,'Burui [buru1309][bry]-l-':1,7368,definitely endangered
False,0,0,0,,186,4197,bds,buru1320,{},-5.21369,language,35.963,,Burunge,'Burunge [buru1320][bds]-l-':1,6292,definitely endangered
False,0,0,0,,425,1828,NOCODE_Burundi-Pidgin-French,buru1323,{},,language,,,Burundi Pidgin French,'Burundi Pidgin French [buru1323]-l-':1,3365,safe
False,0,0,0,,68,13574,bxs,busa1251,{},5.8604,language,9.68068,,Busam,'Busam [busa1251][bxs]-l-':1,16189,vulnerable
False,3,0,0,,383,10042,bqp,busa1253,{},9.91074,language,4.39929,,Busa,"('Illo [illo1238]':1,'New Busa [newb1246]':1,'Wawa {Nigeria} [wawa1248]':1)'Busa [busa1253][bqp]-l-':1",13056,safe
False,0,0,0,,207,20812,bsm,busa1254,{},-1.73681,language,136.032,,Busami,'Busami [busa1254][bsm]-l-':1,21884,vulnerable
False,3,0,0,,207,12005,bfg,busa1255,{},0.03494,language,115.401,,Busang Kayan,"('Belayan [bela1259]':1,'Long Bleh [long1414]':1,'Mahakam Busang [maha1298]':1)'Busang Kayan [busa1255][bfg]-l-':1",14818,safe
False,5,0,0,,68,22846,buf,bush1247,{},-4.69463,language,21.4556,,Bushoong,"('Djembe [djem1238]':1,'Ngende [ngen1252]':1,'Ngombe [ngom1269]':1,'Ngongo {Buushong} [ngon1274]':1,'Pianga [pian1241]':1)'Bushoong [bush1247][buf]-l-':1",23262,safe
False,2,0,0,,207,17131,buc,bush1250,{},-12.9652,language,45.1368,,Kibosy Kiantalaotsy-Majunga,"('Kiantalaotse [kian1236]':1,'Majunga [maju1234]':1)'Kibosy Kiantalaotsy-Majunga [bush1250][buc]-l-':1",18919,vulnerable
False,0,0,0,,207,14701,bup,buso1238,{},-5.60524,language,122.622,,Busoa,'Busoa [buso1238][bup]-l-':1,17052,definitely endangered
True,0,0,0,,334,334,bso,buso1242,{},12.5008,language,17.6011,,Buso,'Buso [buso1242][bso]-l-':1,1368,severely endangered
False,0,0,0,,186,16939,dox,buss1239,{},5.74987,language,37.2017,,Bussa,'Bussa [buss1239][dox]-l-':1,18835,definitely endangered
False,0,0,0,,68,5643,bju,busu1244,{},6.68152,language,9.78433,,Busuu,'Busuu [busu1244][bju]-l-':1,8116,critically endangered
False,0,0,0,,358,358,NOCODE_Butam,buta1242,{},-4.471696,language,152.245674,,Butam,'Butam [buta1242]-l-':1,1586,extinct
False,0,0,0,,207,20436,kyb,butb1235,{},17.2239,language,121.091,,Butbut Kalinga,'Butbut Kalinga [butb1235][kyb]-l-':1,21587,safe
False,0,0,0,,425,1829,NOCODE_Butler-English,butl1235,{},,language,,,Butler English,'Butler English [butl1235]-l-':1,3376,safe
False,0,0,0,,207,19243,bnr,butm1237,{},-15.3353,language,167.034,,Farafi,'Farafi [butm1237][bnr]-l-':1,20686,definitely endangered
False,0,0,0,,207,12032,btw,butu1244,{},8.87009,language,125.418,,Butuanon,'Butuanon [butu1244][btw]-l-':1,14828,definitely endangered
False,2,0,0,,68,8129,jid,buuu1244,{},9.05077,language,8.65697,,Bu,"('Ninkada [nink1238]':1,'Nuclear Bu [nucl1374]':1)'Bu [buuu1244][jid]-l-':1",10817,definitely endangered
False,0,0,0,,186,8778,bhs,buwa1243,{},10.6151,language,13.8838,,Buwal,'Buwal [buwa1243][bhs]-l-':1,11633,safe
True,0,0,0,,334,334,bxt,buxi1237,{},,language,,,Buxinhua,'Buxinhua [buxi1237][bxt]-l-':1,1369,safe
True,0,0,0,,334,334,byy,buya1245,{},-4.90828,language,26.298,,Buya,'Buya [buya1245][byy]-l-':1,1281,safe
False,0,0,0,,336,9814,jiy,buyu1238,{},22.0,language,101.08,,Buyuan Jinuo,'Buyuan Jinuo [buyu1238][jiy]-l-':1,12807,definitely endangered
False,0,0,0,,68,21367,byi,buyu1239,{},-5.41806,language,28.5545,,Buyu,'Buyu [buyu1239][byi]-l-':1,22299,safe
False,5,0,0,,68,19776,bww,bwaa1238,{},2.5957,language,25.2514,,Bwa,"('Bati [bati1250]':1,'Benge {Congo} [beng1281]':1,'Kiba [kiba1245]':1,'Leboa-Le [lebo1244]':1,'Yewu [yewu1238]':1)'Bwa [bwaa1238][bww]-l-':1",21027,safe
False,9,0,0,,207,20512,bwd,bwai1242,{},-9.51158,language,150.297,,Bwaidoka,"('Bebebele Ii [bebe1251]':1,'Belebele I [bele1251]':1,'Bwaidoga [bwai1243]':1,'Faiyava [faiy1237]':1,'Kilia [kili1263]':1,'Kiliva [kili1264]':1,'Lauwela [lauw1238]':1,'Mataitai [mata1284]':1,'Wagifa [wagi1248]':1)'Bwaidoka [bwai1242][bwd]-l-':1",21641,safe
False,2,0,0,,207,17439,tte,bwan1241,{},-10.6599,language,151.034,,Bwanabwana,"('Kwalaiwa [kwal1256]':1,'Wale [wale1245]':1)'Bwanabwana [bwan1241][tte]-l-':1",19116,safe
False,0,0,0,,207,17533,bwa,bwat1240,{},-21.3777,language,165.076,,Bwatoo,'Bwatoo [bwat1240][bwa]-l-':1,19304,definitely endangered
False,0,0,0,,336,4945,bwe,bwek1238,{},18.9796,language,96.9936,,Bwe Karen,'Bwe Karen [bwek1238][bwe]-l-':1,7227,vulnerable
False,0,0,0,,68,19887,bwl,bwel1238,{},3.22,language,19.28,,Bwela,'Bwela [bwel1238][bwl]-l-':1,21128,safe
False,0,0,0,,207,20657,NOCODE_Bwenelang,bwen1239,{},-16.338946,language,167.660849,,Bwenelang,'Bwenelang [bwen1239]-l-':1,21799,critically endangered
False,0,0,0,,68,16287,bwc,bwil1245,{},-8.3041,language,29.4071,,Bwile,'Bwile [bwil1245][bwc]-l-':1,18319,safe
False,0,0,0,,68,22809,bwz,bwis1242,{},-3.23686,language,11.9595,,Bwisi,'Bwisi [bwis1242][bwz]-l-':1,23228,definitely endangered
False,4,0,0,,336,12680,bee,byan1241,{},29.92002,language,80.63653,,Byangsi,"('Dhuleli [dhul1234]':1,'Kuti [kuti1243]':1,'Pangjungkho Boli [pang1283]':1,'Yerjungkhu Boli [yerj1238]':1)'Byangsi [byan1241][bee]-l-':1",15456,definitely endangered
False,2,0,0,,68,19845,mkk,byep1241,{},4.57276,language,13.46245,,Byep,"('Besep [bese1242]':1,'Nuclear Byep [nucl1407]':1)'Byep [byep1241][mkk]-l-':1",21096,safe
False,2,0,0,,207,15101,msq,caac1237,{},-20.4114,language,164.578,,Caac,"('La Conception [laco1243]':1,'Pouébo [poue1237]':1)'Caac [caac1237][msq]-l-':1",17548,definitely endangered
False,4,0,0,,96,5723,cjp,cabe1245,{},9.67031,language,-83.4102,,Cabécar,"('Chirripó [chir1293]':1,'Estrella [estr1249]':1,'Telire [teli1245]':1,'Ujarrás [ujar1238]':1)'Cabécar [cabe1245][cjp]-l-':1",8288,definitely endangered
False,0,0,0,,344,7297,cbb,cabi1241,{},0.16101,language,-71.0622,,Cabiyarí,'Cabiyarí [cabi1241][cbb]-l-':1,9986,definitely endangered
False,0,0,0,,249,2765,ccr,caca1247,{},13.7437,language,-88.1133,,Cacaopera,'Cacaopera [caca1247][ccr]-l-':1,4487,extinct
False,0,0,0,,53,10344,miu,caca1250,{},17.7248,language,-97.7637,,Cacaloxtepec Mixtec,'Cacaloxtepec Mixtec [caca1250][miu]-l-':1,13227,definitely endangered
False,0,0,0,,207,17318,roc,cacg1235,{},11.6489,language,109.138,,Cacgia Roglai,'Cacgia Roglai [cacg1235][roc]-l-':1,18999,safe
False,2,0,0,,37,37,cbv,cacu1241,{},0.88778,language,-69.5659,,Kakua,"('Macú-Paraná Cacua [macu1261]':1,'Vaupés Cacua [vaup1239]':1)'Kakua [cacu1241][cbv]-l-':1",492,definitely endangered
False,0,0,0,,3,3,cad,cadd1256,{},35.1826,language,-98.2634,,Caddo,'Caddo [cadd1256][cad]-l-':1,432,critically endangered
False,0,0,0,,179,23081,ccd,cafu1238,{},-23.0448,language,-43.6455,,Cafundo,'Cafundo [cafu1238][ccd]-l-':1,23385,critically endangered
True,0,0,0,,334,334,cbh,cagu1236,{},3.99999,language,-74.0,,Cagua,'Cagua [cagu1236][cbh]-l-':1,1338,safe
False,0,0,0,,23,5320,chl,cahu1264,{},33.5324,language,-116.691,,Cahuilla,'Cahuilla [cahu1264][chl]-l-':1,7684,critically endangered
False,0,0,0,,83,2139,cah,cahu1268,{},-3.72665,language,-73.9469,,Cahuarano,'Cahuarano [cahu1268][cah]-l-':1,3802,extinct
False,0,0,0,,336,3081,NOCODE_Caijia,caij1234,{},29.156486,language,115.434262,,Caijia,'Caijia [caij1234]-l-':1,4874,safe
False,2,0,0,,283,990,qvc,caja1238,{},-7.09314,language,-78.3214,,Cajamarca Quechua,"('Eastern Cajamarca [east2550]':1,'Western Cajamarca [west2637]':1)'Cajamarca Quechua [caja1238][qvc]-l-':1",2871,definitely endangered
False,0,0,0,,283,4628,qvl,caja1239,{},-10.4126,language,-76.9602,,Cajatambo North Lima Quechua,'Cajatambo North Lima Quechua [caja1239][qvl]-l-':1,6798,severely endangered
False,2,0,0,,53,13199,zad,cajo1238,{},17.1427,language,-96.3352,,Cajonos Zapotec,"('Nuclear Cajonos Zapotec [nucl1670]':1,'Yaganiza-Xagacía Zapotec [yaga1261]':1)'Cajonos Zapotec [cajo1238][zad]-l-':1",15866,safe
False,3,0,0,,179,22383,frc,caju1236,{},29.6869,language,-91.6133,,Cajun French,"('Big Woods French [bigw1239]':1,'Marsh French [mars1252]':1,'Prairie French [prai1242]':1)'Cajun French [caju1236][frc]-l-':1",23059,definitely endangered
False,2,0,0,,68,13628,ckx,caka1240,{},6.26979,language,9.77746,,Caka,"('Assaka [assa1268]':1,'Batanga {Caka} [bata1286]':1)'Caka [caka1240][ckx]-l-':1",16316,vulnerable
False,0,0,0,,320,1102,ckz,cakc1235,{},14.6467,language,-90.6989,,Cakchiquel-Quiché Mixed Language,'Cakchiquel-Quiché Mixed Language [cakc1235][ckz]-l-':1,3043,definitely endangered
False,3,0,0,,186,11758,cky,cakf1236,{},9.00924,language,9.16071,,Cakfem-Mushere-Jibyal,"('Chakfem [chak1276]':1,'Jibyal [jiby1234]':1,'Mushere [mush1239]':1)'Cakfem-Mushere-Jibyal [cakf1236][cky]-l-':1",14602,safe
False,1,0,0,,207,2638,tbk,cala1258,{},12.0716,language,120.094,,Calamian Tagbanwa,('Baras {Philipinnes} [bara1368]':1)'Calamian Tagbanwa [cala1258][tbk]-l-':1,4303,safe
False,0,0,0,,409,409,NOCODE_Calchaqui,calc1235,{},,language,,,Calchaqui,'Calchaqui [calc1235]-l-':1,1683,safe
False,0,0,0,,283,4634,qud,cald1236,{},-0.36205,language,-78.2587,,Calderón Highland Quichua,'Calderón Highland Quichua [cald1236][qud]-l-':1,6824,vulnerable
False,0,0,0,,320,1087,caw,call1235,{},-15.88451,language,-68.10176,,Callawalla,'Callawalla [call1235][caw]-l-':1,3025,critically endangered
True,0,0,0,,334,334,rmr,calo1235,{},40.8339,language,-3.5144,,Calo,'Calo [calo1235][rmr]-l-':1,1470,safe
False,5,0,0,,320,1097,rmq,calo1236,{},,language,,,Caló,"('Brazilian Calão [braz1238]':1,'Catalonian Calo [cata1279]':1,'Galician Calo [basq1236]':1,'Portuguese Calão [port1238]':1,'Spanish Caló [span1238]':1)'Caló [calo1236][rmq]-l-':1",3038,safe
False,1,0,0,,207,14847,clu,calu1238,{},12.0489,language,121.384,,Caluyanun,('Semirara [semi1263]':1)'Caluyanun [calu1238][clu]-l-':1,17241,safe
False,0,0,0,,409,409,NOCODE_Calusa,calu1239,{},,language,,,Calusa,'Calusa [calu1239]-l-':1,1733,safe
False,0,0,0,,207,6414,abd,cama1250,{},14.1571,language,122.835,,Camarines Norte Agta,'Camarines Norte Agta [cama1250][abd]-l-':1,9027,vulnerable
False,0,0,0,,150,734,NOCODE_Cambodian-Sign,camb1244,{},,language,,,Cambodian Sign Language,'Cambodian Sign Language [camb1244]-l-':1,2462,definitely endangered
False,5,0,0,,68,20967,mcu,came1252,{},6.43829,language,11.41953,,Donga Mambila,"('Kabri [kabr1241]':1,'Kara {Mambila} [kara1510]':1,'Maberem [sunu1238]':1,'Ngubin [ngub1241]':1,'Titong [tito1234]':1)'Donga Mambila [came1252][mcu]-l-':1",22005,definitely endangered
False,0,0,0,,179,21462,wes,came1254,{},5.43932,language,9.80166,,Cameroon Pidgin,'Cameroon Pidgin [came1254][wes]-l-':1,22423,safe
False,0,0,0,,336,9918,rab,caml1239,{},27.3371,language,86.7612,,Camling,'Camling [caml1239][rab]-l-':1,12901,vulnerable
False,9,0,0,,179,16508,sro,camp1261,{},39.0566,language,9.03935,,Campidanese Sardinian,"('Arborense [arbo1235]':1,'Cagliare [cagl1238]':1,'Central Campidanese [cent1961]':1,'Meridionale [meri1242]':1,'Ogliastrino [ogli1238]':1,'Sarrabense [sarr1244]':1,'Sub-Barbaricino [subb1238]':1,'Sulcitano [sulc1238]':1,'Western Campidenese [west2345]':1)'Campidanese Sardinian [camp1261][sro]-l-':1",18573,vulnerable
False,2,0,0,,207,6480,cml,camp1262,{},-4.016667,language,119.623611,,Campalagian,"('Buku [buku1250]':1,'Nuclear Campalagian [nucl1566]':1)'Campalagian [camp1262][cml]-l-':1",9188,safe
False,0,0,0,,,,kbh,cams1241,{},1.14537,language,-76.8931,,Camsá,'Camsá [cams1241][kbh]-l-':1,190,definitely endangered
False,0,0,0,,320,1096,cmt,camt1236,{},-26.247,language,27.942,,Camtho,'Camtho [camt1236][cmt]-l-':1,3037,extinct
False,0,0,0,,409,409,xcc,camu1235,{},,language,,,Camunic,'Camunic [camu1235][xcc]-l-':1,1690,safe
False,0,0,0,,371,1617,NOCODE_Canari,cana1260,{},-2.47517,language,-78.979054,,Canari,'Canari [cana1260]-l-':1,3203,extinct
False,0,0,0,,283,4634,qxr,cana1262,{},-2.48314,language,-78.9672,,Cañar Highland Quichua,'Cañar Highland Quichua [cana1262][qxr]-l-':1,6820,vulnerable
False,3,0,0,,,,cbu,cand1248,{},-4.23835,language,-76.9347,,Candoshi-Shapra,"('Chapara [chap1270]':1,'Chirino [chir1297]':1,'Kandoashi [kand1305]':1)'Candoshi-Shapra [cand1248][cbu]-l-':1",288,definitely endangered
False,3,0,0,,385,10056,ram,cane1242,{},-6.10712,language,-45.1299,,Canela-Krahô,"('Apanjekra [apan1243]':1,'Krahô [krah1246][xra]':1,'Ramkokamekra [ramk1239]':1)'Canela-Krahô [cane1242][ram]-l-':1",13070,definitely endangered
False,0,0,0,,,,caz,cani1243,{},-18.83,language,-63.42,,Canichana,'Canichana [cani1243][caz]-l-':1,2,extinct
False,0,0,0,,114,8316,mlc,caol1238,{},23.2541,language,105.521,,Cao Lan,'Cao Lan [caol1238][mlc]-l-':1,11072,safe
False,0,0,0,,114,8311,cov,caom1238,{},26.2236,language,109.547,,Cao Miao,'Cao Miao [caom1238][cov]-l-':1,11056,safe
False,1,0,0,,408,10104,kaq,capa1241,{},-6.63254,language,-74.3813,,Capanahua,('Pahenbaquebo [pahe1238]':1)'Capanahua [capa1241][kaq]-l-':1,13090,severely endangered
False,0,0,0,,207,14829,cps,capi1239,{},11.4122,language,122.954,,Capiznon,'Capiznon [capi1239][cps]-l-':1,17228,safe
False,0,0,0,,385,3233,NOCODE_Capoxo,capo1236,{},-16.766667,language,-42.033333,,Capoxo,'Capoxo [capo1236]-l-':1,5072,extinct
False,3,0,0,,179,8592,cpg,capp1239,{},38.73,language,35.45,,Cappadocian Greek,"('Pharasa [phar1238]':1,'Sille [sill1239]':1,'Western Cappadocian [west2337]':1)'Cappadocian Greek [capp1239][cpg]-l-':1",11332,definitely endangered
False,0,0,0,,344,7311,cot,caqu1242,{},-11.4812,language,-73.4451,,Caquinte,'Caquinte [caqu1242][cot]-l-':1,9998,definitely endangered
False,0,0,0,,409,409,cby,cara1245,{},-1.7922,language,-69.9099,,Carabayo,'Carabayo [cara1245][cby]-l-':1,1753,extinct
False,0,0,0,,68,5649,cfd,cara1270,{},10.1281,language,8.74567,,Cara,'Cara [cara1270][cfd]-l-':1,8125,definitely endangered
False,0,0,0,,105,598,crf,cara1271,{},5.624,language,-75.877,,Caramanta,'Caramanta [cara1271][crf]-l-':1,2193,vulnerable
False,0,0,0,,361,10010,cbc,cara1272,{},0.06168,language,-69.6465,,Carapana,'Carapana [cara1272][cbc]-l-':1,13011,definitely endangered
False,0,0,0,,179,2527,xcr,cari1274,{},37.203,language,28.182,,Carian,'Carian [cari1274][xcr]-l-':1,4134,extinct
False,2,0,0,,179,8745,hns,cari1275,{},5.722918,language,-55.333168,,Caribbean Hindustani,"('Sarnami Hindustani [sarn1238]':1,'Trinidad Bhojpuri [trin1268]':1)'Caribbean Hindustani [cari1275][hns]-l-':1",11588,safe
False,0,0,0,,207,4307,jvn,cari1276,{},5.62695,language,-54.6305,,Caribbean Javanese,'Caribbean Javanese [cari1276][jvn]-l-':1,6385,safe
False,0,0,0,,309,2980,cbd,cari1279,{},1.21894,language,-72.0664,,Carijona,'Carijona [cari1279][cbd]-l-':1,4799,critically endangered
False,0,0,0,,344,4993,NOCODE_Cariay,cari1280,{},-0.257079,language,-65.108643,,Cariay,'Cariay [cari1280]-l-':1,7279,extinct
False,0,0,0,,67,543,caq,carn1240,{},9.18853,language,92.7671,,Car Nicobarese,'Car Nicobarese [carn1240][caq]-l-':1,2091,vulnerable
False,0,0,0,,207,23456,cal,caro1242,{},15.205,language,145.765,,Carolinian,'Carolinian [caro1242][cal]-l-':1,23592,definitely endangered
False,0,0,0,,328,3055,crr,caro1243,{},35.979,language,-77.291,,Carolina Algonquian,'Carolina Algonquian [caro1243][crr]-l-':1,4840,extinct
False,5,0,0,,179,8692,rmc,carp1235,{},48.1968,language,20.3129,,Carpathian Romani,"('East Slovakian Romani [east2314]':1,'Galician {Carpathian Romani} [gali1259]':1,'Moravian Romani [mora1270]':1,'Transylvanian {Carpathian Romani} [tran1280]':1,'West Slovakian Romani [west2376]':1)'Carpathian Romani [carp1235][rmc]-l-':1",11473,safe
False,0,0,0,,257,6636,crx,carr1249,{},54.3768,language,-124.328,,Carrier,'Carrier [carr1249][crx]-l-':1,9294,severely endangered
True,0,0,0,,334,334,cru,caru1240,{},,language,,,Carútana,'Carútana [caru1240][cru]-l-':1,1290,safe
False,3,0,0,,408,3323,cbr,cash1251,{},-8.70232,language,-75.4206,,Cashibo-Cacataibo,"('Cacataibo de Mariscal [caca1249]':1,'Cacataibo de Sinchi Roca [caca1248]':1,'Cashibo [cash1252]':1)'Cashibo-Cacataibo [cash1251][cbr]-l-':1",5152,definitely endangered
False,0,0,0,,408,5153,NOCODE_Cashinawa-Tarauaca-River,cash1253,{},-7.5,language,-70.25,,Cashinawa of the Tarauacá river,'Cashinawa of the Tarauacá river [cash1253]-l-':1,7491,extinct
False,0,0,0,,408,7494,cbs,cash1254,{},-9.72027,language,-71.1733,,Cashinahua,'Cashinahua [cash1254][cbs]-l-':1,10110,definitely endangered
False,0,0,0,,207,6449,dgc,casi1235,{},16.2176,language,121.878,,Casiguran-Nagtipunan Agta,'Casiguran-Nagtipunan Agta [casi1235][dgc]-l-':1,9105,definitely endangered
False,0,0,0,,320,1092,NOCODE_Caspian-Eastern-Persia-Gypsy,casp1241,{},,language,,,Caspian and eastern Persia Gypsy,'Caspian and eastern Persia Gypsy [casp1241]-l-':1,3030,safe
False,0,0,0,,179,11335,NOCODE_Castelmezzano,cast1245,{},,language,,,Castelmezzano,'Castelmezzano [cast1245]-l-':1,13987,safe
False,2,0,0,,144,3927,asc,casu1237,{},-6.43005,language,138.566,,Casuarina Coast Asmat,"('Matia [mati1252]':1,'Sapan [sapa1253]':1)'Casuarina Coast Asmat [casu1237][asc]-l-':1",5874,safe
False,0,0,0,,150,4033,csc,cata1241,{},41.635,language,-1.97,,Catalan Sign Language,'Catalan Sign Language [cata1241][csc]-l-':1,6017,vulnerable
True,0,0,0,,334,334,mst,cata1284,{},7.77188,language,126.373,,Cataelano Mandaya,'Cataelano Mandaya [cata1284][mst]-l-':1,1192,safe
False,0,0,0,,177,779,chc,cata1286,{},34.9685,language,-80.8857,,Catawba,'Catawba [cata1286][chc]-l-':1,2506,extinct
False,0,0,0,,409,409,NOCODE_Catuquinaru-Bach,catu1242,{},,language,,,Catuquinaru-Bach,'Catuquinaru-Bach [catu1242]-l-':1,1695,safe
True,0,0,0,,334,334,cca,cauc1241,{},1.267,language,-69.91,,Cauca,'Cauca [cauc1241][cca]-l-':1,1499,extinct
False,0,0,0,,336,15587,NOCODE_Cauho,cauh1234,{},,language,,,Cauho,'Cauho [cauh1234]-l-':1,17780,safe
False,0,0,0,,408,1680,cav,cavi1250,{},-13.3544,language,-66.6277,,Cavineña,'Cavineña [cavi1250][cav]-l-':1,3321,definitely endangered
False,0,0,0,,,,xcy,cayu1241,{},46.1136,language,-117.94,,Cayuse,'Cayuse [cayu1241][xcy]-l-':1,152,extinct
False,0,0,0,,31,479,cay,cayu1261,{},42.41,language,-76.5969,,Cayuga,'Cayuga [cayu1261][cay]-l-':1,1972,severely endangered
False,0,0,0,,,,cyb,cayu1262,{},-13.2482,language,-65.4822,,Cayubaba,'Cayubaba [cayu1262][cyb]-l-':1,236,critically endangered
False,16,0,0,,68,5630,sef,ceba1235,{},9.50768,language,-6.15264,,Cebaara Senoufo,"('Fodara [foda1238]':1,'Kafire [kafi1243]':1,'Kandere [kand1296]':1,'Kasara [kasa1250]':1,'Kufuru [kufu1238]':1,'Kulere {Cote d''Ivoire} [kule1242]':1,'Nafara [nafa1256]':1,'Papara [papa1264]':1,'Patara [pata1259]':1,'Pogara [poga1239]':1,'Southwest Senari [sout2796]':1,'Tagara [taga1266]':1,'Tagbari [tagb1256]':1,'Takpasyeeri [takp1245]':1,'Tenere [tene1246]':1,'Tyebara [tyeb1238]':1)'Cebaara Senoufo [ceba1235][sef]-l-':1",8069,safe
False,4,0,0,,207,6413,ceb,cebu1242,{},8.38799,language,124.367,,Cebuano,"('Boholano [boho1237]':1,'Cebu [cebu1243]':1,'Leyte [leyt1237]':1,'Mindanao Visayan [mind1257]':1)'Cebuano [cebu1242][ceb]-l-':1",9019,safe
False,0,0,0,,179,789,xce,celt1247,{},,language,,,Celtiberian,'Celtiberian [celt1247][xce]-l-':1,2524,extinct
False,0,0,0,,207,12219,cam,cemu1238,{},-20.8489,language,165.13,,Cemuhî,'Cemuhî [cemu1238][cam]-l-':1,15100,vulnerable
False,0,0,0,,68,10806,cen,cenn1238,{},,language,,,Cen,'Cen [cenn1238][cen]-l-':1,13654,safe
False,0,0,0,,39,10310,hmm,cent1394,{},25.60046,language,106.39604,,Central Mashan Hmong,'Central Mashan Hmong [cent1394][hmm]-l-':1,13181,safe
False,13,0,0,,179,14424,ckb,cent1972,{},35.6539,language,45.8077,,Central Kurdish,"('Bingird [bing1247]':1,'Garmiyani [garm1241]':1,'Hewleri [hewl1238]':1,'Kerkuki [kerk1238]':1,'Mukri [mukr1239]':1,'Pijdari [pijd1238]':1,'Pizhdar [pizh1238]':1,'Rewandiz [rewa1238]':1,'Sanandaji [sana1277]':1,'Southern Jafi [sout2641]':1,'Suleimani [sule1239]':1,'Warmawa [warm1239]':1,'Xoshnaw [xosh1238]':1)'Central Kurdish [cent1972][ckb]-l-':1",16741,safe
False,2,0,0,,179,6164,pst,cent1973,{},31.9153,language,69.4529,,Central Pashto,"('Bannuchi [bann1246]':1,'Waciri [waci1238]':1)'Central Pashto [cent1973][pst]-l-':1",8755,safe
False,2,0,0,,67,534,khm,cent1989,{},12.0515,language,105.015,,Central Khmer,"('Nuclear Central Khmer [nucl1298]':1,'Southern Khmer [sout2688]':1)'Central Khmer [cent1989][khm]-l-':1",2064,safe
False,4,0,0,,67,3720,ncb,cent1990,{},7.94812,language,93.3921,,Central Nicobarese,"('Camorta [camo1249]':1,'Katchal [katc1248]':1,'Nancowry [nanc1247]':1,'Trinkut [trin1269]':1)'Central Nicobarese [cent1990][ncb]-l-':1",5553,vulnerable
False,6,0,0,,67,7921,cmo,cent1992,{},12.6313,language,107.301,,Central Mnong,"('Biat [biat1244]':1,'Bu Dang [buda1251]':1,'Bu Nar [buna1272]':1,'Bu Rung [buru1295]':1,'Dih Bri [dihb1240]':1,'Préh [preh1242]':1)'Central Mnong [cent1992][cmo]-l-':1",10483,vulnerable
False,5,0,0,,336,7091,bca,cent2004,{},26.1666,language,99.7052,,Central Bai,"('Eryuan [eryu1239]':1,'Heqing [heqi1238]':1,'Jianchuan [jian1239]':1,'Lanping [lanp1241]':1,'Yunlong [yunl1238]':1)'Central Bai [cent2004][bca]-l-':1",9660,safe
False,0,0,0,,114,8316,zch,cent2009,{},23.6818,language,107.184,,Central Hongshuihe Zhuang,'Central Hongshuihe Zhuang [cent2009][zch]-l-':1,11079,safe
False,0,0,0,,39,10311,hmc,cent2013,{},26.041,language,106.719,,Central Huishui Hmong,'Central Huishui Hmong [cent2013][hmc]-l-':1,13186,safe
False,2,0,0,,68,8004,fuq,cent2018,{},15.0907,language,8.43261,,Central-Eastern Niger Fulfulde,"('Leetugal Niger Fulfulde [leet1234]':1,'Wodaabe [woda1240]':1)'Central-Eastern Niger Fulfulde [cent2018][fuq]-l-':1",10549,safe
False,5,0,0,,68,16000,grv,cent2041,{},4.88038,language,-7.88667,,Central Grebo,"('Borobo [boro1276]':1,'Dorobo {Central Grebo} [doro1261]':1,'Globo [glob1238]':1,'Nyenebo [nyen1259]':1,'Trembo [trem1243]':1)'Central Grebo [cent2041][grv]-l-':1",17932,safe
